;Comuna;AH;AMARILLOS;DEMOCRATAS;EVOPOLI;FA;FREVS;IGUALDAD;IND - CANDIDATURAS INDEPENDIENTES;PAVP;PCCH;PDC;PDG;PH;PL;POPULAR;PPD;PR;PS;PSC;PTR;REPUBLICANO;RN;UDI;Votos Blancos;Votos Nulos
212;VILLA ALEGRE;0.0;0.0;72.8;0.0;843.0;840.0;0.0;0;0.0;621.8;884.0;546.6;0.0;0.0;0.0;1326.6;729.6;1066.6;98.4;0.0;866.2;2686.6000000000004;3326.8;1011;1322
213;TORRES DEL PAINE;0.0;0.0;0.0;148.0;76.0;0.0;0.0;42;0.0;0.0;252.0;178.8;0.0;0.0;0.0;0.0;19.200000000000003;164.0;0.0;0.0;77.8;96.80000000000001;273.6;65;33
214;PERQUENCO;0.0;0.0;932.2;43.400000000000006;527.8;59.6;0.0;0;0.0;66.0;242.8;342.4;0.0;9.600000000000001;0.0;882.4000000000001;375.6;309.0;192.60000000000002;0.0;514.4000000000001;1006.0;378.8;864;690
215;ALTO HOSPICIO;1598.0;0.0;1443.4;575.6;1453.2;920.2;86.39999999999999;0;0.0;1218.0;4618.8;3675.2;248.39999999999998;707.2;257.4;1821.8;2282.4;1144.6;3412.0;0.0;5277.8;5944.8;1468.6;6411;9851
216;LLAY-LLAY;0.0;0.0;0.0;0.0;1112.8000000000002;0.0;62.400000000000006;183;0.0;1522.6;790.4000000000001;0.0;62.400000000000006;0.0;62.400000000000006;1072.8;1108.8;1812.0;249.0;0.0;3742.4;3012.0;466.8;1617;2162
217;LA FLORIDA;6253.0;0.0;2759.0;6513.8;13769.0;4626.6;1509.0666666666666;0;10999.0;26969.0;9915.0;0.0;3851.0666666666666;2155.6;1509.0666666666666;9925.8;4830.4;11567.0;5382.400000000001;0.0;32121.800000000003;43215.8;15379.0;25750;40341
218;LO BARNECHEA;3057.0;0.0;406.0;10367.0;1433.0;397.0;0.0;0;1715.0;894.0;817.0;0.0;0.0;488.0;0.0;903.4;0.0;1146.0;1209.6000000000001;0.0;20006.6;16105.8;15150.0;4818;6047
219;LA GRANJA;725.6;0.0;1369.0;801.4000000000001;12175.0;3976.8;606.1333333333333;0;3970.8;4694.0;8736.0;2228.0;1038.1333333333332;4473.8;606.1333333333333;2005.4;2329.4;7336.0;1546.4;0.0;9652.6;4822.4;4135.0;7734;14291
220;ALTO BIOBIO;0.0;178.8;125.2;159.4;190.0;212.0;74.4;0;0.0;94.0;183.8;327.8;6.400000000000001;124.0;6.400000000000001;259.4;576.6;167.6;692.2;0.0;380.2;420.4;289.4;1035;403
221;PANGUIPULLI;0.0;0.0;0.0;512.2;1744.0;151.0;0.0;0;0.0;909.2;623.2;1094.0;0.0;0.0;0.0;988.8;2942.4;5497.0;0.0;0.0;3363.2;6283.2;3203.0;3594;3546
222;LONGAVI;0.0;0.0;226.4;0.0;1277.0;187.0;0.0;0;0.0;962.0;648.0;636.0;0.0;0.0;0.0;1959.0;2965.4;826.4;248.8;0.0;5842.6;2086.2;7608.6;2318;2208
