Comuna;AH;AMARILLOS;DEMOCRATAS;EVOPOLI;FA;FREVS;IGUALDAD;IND - CANDIDATURAS INDEPENDIENTES;PAVP;PCCH;PDC;PDG;PH;PL;POPULAR;PPD;PR;PS;PSC;PTR;REPUBLICANO;RN;UDI
VILLA ALEGRE;0;0;79.2;0;884;862;0;0;0;616.4;894;554.2;0;0;0;1266.2;807;1008.2;94.4;0;877.2;2809.2;3618.6
MONTE PATRIA;0;230.4;684.8;0;908;1194.4;0;0;0;1767;1874;1113;0;1194.4;0;769;2354;1228.4;246;0;1228.8;636.6;2338.4
QUIRIHUE;0;40;0;222;0;635.8;0;963;197;105;1312;80;0;4.8;0;17.6;2480.8;715.8;53.4;0;89;957;3112.6
PANGUIPULLI;0;0;0;515.6;1820.6;158;0;0;0;911;632.8;1098;0;0;0;978;3134.4;4228;0;0;3439.4;6380;3255
CERRO NAVIA;721;0;1418.4;947.6;10730.8;1479.2;213.8666667;0;2649;10254;2523;3784.2;1175.866667;852.2;213.8666667;1691.8;1200.8;3483;3318;0;6782;12368;2448.2
LA PINTANA;3142;0;4344;2010.8;5973.2;6469;496.2666667;0;5183.2;8258;8283;3536.8;10251.26667;402;496.2666667;2405;5611.2;7462.4;4118.2;0;10910.6;7157;5825.8
PUTRE;0;0;608.8;0;103;50;8.266666667;0;0;0;97.8;49;170.2666667;50;8.266666667;272.8;0;115.4;0;0;74.2;465.8;590.4
SAN MIGUEL;367;0;1965;2332.8;17099.4;1774.4;280;2875;2601;9399;2240;1619.4;745;604.4;280;611.2;2874.8;5864.2;2317.2;0;10807.8;12485.6;10479.2
SANTA BARBARA;0;23.2;340.4;523.2;151.8;0;125.1333333;0;0;287;1057.4;709;14.13333333;0;14.13333333;138.2;1382.8;1487.6;314;0;1419.2;1166.2;1800
SANTA MARIA;0;0;0;0;496;0;40.53333333;0;0;474;454.4;0;40.53333333;0;40.53333333;1395.6;409.6;586;164;0;929.4;2575.4;1372.4
COYHAIQUE;0;0;1115;0;0;1261;0;0;0;4196.2;4164;0;0;0;0;2033.2;2600.8;3941;1661.8;0;3842.6;6652.8;6192.4
TORRES DEL PAINE;0;0;0;162;78.4;0;0;336;0;0;188;55;0;0;0;0;18.4;108;0;0;80.6;91.2;273.6
HIJUELAS;0;0;0;0;614.4;509;44.53333333;0;0;453.4;504;1164.2;44.53333333;0;187.5333333;297;142.8;1822;271.2;0;1539;2118.2;1368.8
CUREPTO;29;58.8;1099.8;70.4;101;319;0;0;0;51;414;204.6;0;0;0;2061.6;1176.6;390.8;64.8;0;618.4;1602.2;1477
LA LIGUA;0;0;1855.8;0;661.8;489.6;74.4;1141;0;4383;2013.8;0;74.4;489.6;74.4;409.8;918.4;1730;0;0;2855;4666.8;1510.2
COCHAMO;0;104;0;36;144.6;33.6;0;291;0;88;95;47.4;0;33.6;0;283;334.4;48.8;15;0;521.4;658.8;382
ARAUCO;0;364.8;1141.4;0;3398.6;1100;0;1799;0;1208;991;1301.6;0;212;0;634;2426.2;2710.4;651;0;4033.2;4438.4;4309.6
NACIMIENTO;0;121.6;802.6;752.8;1845.6;0;135.4666667;317;0;330;2659.2;956.6;19.46666667;92;19.46666667;539.2;3254.6;718.8;1116.4;0;3257.4;904.6;4112.2
YUMBEL;0;103.2;2468.8;661.4;1190.4;1944;110.4666667;0;0;516;1682;183;15.46666667;0;15.46666667;819.6;1299.2;1925.8;192;0;2389.4;3629.8;442.8
LA HIGUERA;99.4;35.4;178.4;27.4;162;17.2;26.4;101;0;301.8;198.8;59.6;26.4;11.2;26.4;61;10;653.6;33.4;0;118;380.2;1211.2
VILLARRICA;0;1931;580.4;628.8;3955.2;446.4;0;2830;0;3517;1936.8;1042;0;444.4;0;2821.8;3176.6;824;1515.8;0;5598.6;9164.4;6915.4
CHAITEN;0;24.8;0;140;1094.8;0;0;0;0;0;0;0;0;0;0;54;364.4;596;0;0;83.2;877;122
