;Comuna;AH;AMARILLOS;DEMOCRATAS;EVOPOLI;FA;FREVS;IGUALDAD;IND - CANDIDATURAS INDEPENDIENTES;PAVP;PCCH;PDC;PDG;PH;PL;POPULAR;PPD;PR;PS;PSC;PTR;REPUBLICANO;RN;UDI;Votos Blancos;Votos Nulos
270;CALDERA;0.0;190.0;56.0;0.0;280.0;644.4;148.86666666666667;0;0.0;1050.6;179.0;219.0;89.86666666666667;140.4;502.8666666666667;818.0;695.6;704.0;113.0;0.0;759.0;2116.6000000000004;1347.6;1042;1391
271;RINCONADA;0.0;0.0;247.8;0.0;0.0;488.8;0.0;167;0.0;317.0;276.6;53.0;0.0;412.8;148.0;191.20000000000002;640.6;523.0;160.0;0.0;1091.4;2387.2;728.4;567;624
272;MACUL;1988.0;0.0;0.0;778.2;10372.0;4275.8;588.2666666666668;0;7174.0;10731.0;4960.0;0.0;588.2666666666668;1993.8;588.2666666666668;3577.4;1897.4;4971.0;0.0;0.0;16508.4;7909.2;6597.0;7032;12494
273;TORRES DEL PAINE;0.0;0.0;0.0;148.0;77.60000000000001;0.0;0.0;43;0.0;0.0;251.0;174.8;0.0;0.0;0.0;0.0;18.400000000000002;157.8;0.0;0.0;77.6;96.80000000000001;265.6;62;34
274;AYSEN;0.0;0.0;563.0;1808.0;0.0;406.0;0.0;0;0.0;365.0;1640.2;0.0;0.0;0.0;0.0;1736.0;1315.4;1433.0;0.0;0.0;1706.0;2787.0;3412.4;1659;1721
275;TREHUACO;0.0;44.0;0.0;81.0;254.0;584.6;0.0;747;0.0;0.0;694.4000000000001;115.0;0.0;226.6;0.0;250.8;952.8000000000001;263.8;72.4;0.0;92.0;564.0;1238.4;373;232
276;INDEPENDENCIA;548.0;0.0;702.0;692.0;5752.4;491.2;113.86666666666667;0;2625.2;4247.2;1093.0;1194.0;1165.8666666666668;484.2;113.86666666666667;1008.4000000000001;902.2;3385.4;1745.4;0.0;6854.8;8936.6;6030.0;5825;12113
277;PETORCA;0.0;0.0;119.0;0.0;223.60000000000002;748.8;0.0;0;0.0;733.4;681.4;0.0;0.0;496.8;0.0;622.0;449.6;442.0;0.0;0.0;686.2;1057.4;48.0;674;807
278;BULNES;0.0;253.8;99.0;75.0;509.0;55.8;0.0;0;153.60000000000002;1332.2;1478.4;232.0;0.0;153.8;0.0;2849.4;1531.6000000000001;1739.6;391.4;0.0;1272.2;2345.0;3540.0;1689;1771
279;YUMBEL;0.0;108.0;2436.8;660.0;1097.4;1926.0;117.2;0;0.0;522.0;1723.0;185.0;15.200000000000001;0.0;15.200000000000001;815.0;1247.4;1895.6;195.0;0.0;2272.6000000000004;3472.6000000000004;439.4;1746;1822
280;COCHAMO;0.0;106.0;0.0;36.0;142.4;32.400000000000006;0.0;289;0.0;83.0;93.0;46.4;0.0;32.400000000000006;0.0;243.0;331.20000000000005;48.6;15.0;0.0;507.4;632.4;525.8;660;399
281;QUILICURA;975.0;0.0;3144.4;2396.0;11148.0;7618.2;0.0;0;7810.400000000001;11237.0;5587.0;7616.6;5431.0;5273.2;0.0;4119.0;5886.6;2202.0;3643.4;0.0;17256.6;10172.6;5518.6;12971;21720
282;LA REINA;2636.0;0.0;0.0;6012.4;8134.0;1069.0;0.0;0;3106.0;4101.0;3306.0;0.0;862.0;522.0;0.0;2143.4;1651.4;5821.0;1369.6000000000001;0.0;14206.2;8309.6;13634.0;5704;7327
283;CHIGUAYANTE;0.0;636.2;5395.4;474.0;2645.2;3538.4;1130.6666666666667;1160;0.0;3503.0;2452.0;3128.0;70.66666666666667;1001.4;70.66666666666667;1264.0;2283.0;7055.0;4344.0;0.0;8299.4;3584.6000000000004;4267.4;5841;9624
284;ARAUCO;0.0;360.8;1105.6;0.0;3328.0;1103.0;0.0;1762;0.0;1254.0;1015.0;1297.6;0.0;240.0;0.0;624.0;2452.8;2679.8;665.0;0.0;3771.4;4328.8;4111.4;2589;2773
285;ANTUCO;0.0;12.0;590.8;165.6;65.8;0.0;58.93333333333334;86;0.0;46.0;784.8;51.0;2.9333333333333336;0.0;2.9333333333333336;269.2;509.6;257.0;239.4;0.0;165.0;676.4000000000001;186.4;353;337
286;ISLA DE PASCUA;0.0;0.0;0.0;1349.0;0.0;0.0;0.0;128;0.0;22.0;290.20000000000005;0.0;0.0;0.0;0.0;358.20000000000005;179.0;757.2;0.0;0.0;45.0;797.0;0.0;200;254
287;QUINCHAO;0.0;0.0;0.0;0.0;633.0;156.8;0.0;0;0.0;132.2;1348.0;0.0;0.0;18.8;0.0;551.0;0.0;627.0;77.0;0.0;855.4000000000001;1485.8000000000002;879.6;914;460
