;Comuna;AH;AMARILLOS;DEMOCRATAS;EVOPOLI;FA;FREVS;IGUALDAD;IND - CANDIDATURAS INDEPENDIENTES;PAVP;PCCH;PDC;PDG;PH;PL;POPULAR;PPD;PR;PS;PSC;PTR;REPUBLICANO;RN;UDI;Votos Blancos;Votos Nulos
171;JUAN FERNANDEZ;0.0;0.0;0.0;0.0;380.0;3.2;1.866666666666667;0;0.0;19.4;9.0;6.0;1.866666666666667;3.2;2.866666666666667;7.4;0.8;5.0;4.800000000000001;0.0;17.0;109.60000000000001;6.2;67;22
172;MAIPU;1911.0;0.0;8928.0;6064.0;108090.0;3414.0;1431.7333333333333;0;13535.0;29094.0;17345.0;12146.2;7578.733333333334;16004.0;1431.7333333333333;5231.0;7183.0;7824.0;4509.6;0.0;59064.2;23307.0;22875.6;34484;50130
173;SAN ROSENDO;0.0;84.0;711.6;44.0;46.0;13.0;38.06666666666667;0;0.0;44.0;661.2;36.0;5.066666666666667;152.0;5.066666666666667;131.4;731.0;261.4;39.6;0.0;158.4;893.4000000000001;191.0;278;298
174;POZO ALMONTE;0.0;0.0;283.2;59.2;304.0;47.2;23.733333333333334;0;0.0;122.0;1770.4;334.0;23.733333333333334;7.2;23.733333333333334;44.0;635.2;768.4;97.0;0.0;605.4;1353.2;1170.8;535;799
175;TALAGANTE;0.0;0.0;0.0;2438.4;6415.0;0.0;0.0;0;2140.4;3528.4;1818.0;915.0;0.0;1037.0;0.0;135.0;2403.2000000000003;11461.0;1772.4;0.0;9850.8;1223.2;8270.8;4845;7980
176;SAN GREGORIO;0.0;0.0;0.0;23.0;89.0;0.0;0.0;31;0.0;3.0;11.0;0.0;0.0;0.0;0.0;4.0;1.6;57.0;5.6;0.0;122.0;61.800000000000004;77.2;35;32
177;ALTO DEL CARMEN;0.0;0.0;0.0;0.0;336.8;445.8;0.0;0;0.0;97.6;105.6;239.0;0.0;80.80000000000001;34.0;90.4;284.0;365.8;0.0;0.0;343.6;644.6;162.60000000000002;357;325
178;OLIVAR;0.0;0.0;167.6;0.0;139.4;142.4;0.0;0;511.20000000000005;471.0;478.4;361.0;0.0;18.400000000000002;0.0;1508.8;1564.0;2056.6;0.0;0.0;1331.6;1665.4;1275.6;1231;1538
179;VALLENAR;0.0;0.0;0.0;0.0;179.20000000000002;6120.0;0.0;0;0.0;2070.4;629.0;1165.0;0.0;528.0;252.0;1184.8;1734.2;6871.2;0.0;0.0;2617.8;4350.6;1424.0;3015;5167
180;MACHALI;0.0;0.0;2516.4;430.0;2332.8;838.2;0.0;1130;0.0;3204.8;3131.2;3221.0;0.0;73.2;0.0;3201.0;2231.8;1834.8;684.6;0.0;6525.8;3454.0;2709.4;3397;5352
181;TIRUA;0.0;20.0;48.8;0.0;537.6;132.0;0.0;0;0.0;502.0;385.0;103.0;0.0;409.0;0.0;1100.0;606.4;353.0;840.2;0.0;1343.8000000000002;667.2;668.2;961;698
182;PALMILLA;0.0;221.0;447.2;462.6;154.0;307.6;0.0;0;0.0;399.0;1070.0;204.0;0.0;47.6;0.0;128.0;939.2;1038.0;151.0;0.0;1744.8000000000002;1206.2;2249.8;1112;831
183;QUINCHAO;0.0;0.0;0.0;0.0;661.0;166.4;0.0;0;0.0;135.8;1368.0;0.0;0.0;18.400000000000002;0.0;566.0;0.0;622.0;77.0;0.0;901.2;1496.8000000000002;595.0;915;463
184;PARRAL;0.0;318.0;215.20000000000002;831.0;2579.0;0.0;0.0;0;0.0;1015.4;2615.0;350.0;0.0;0.0;0.0;2664.0;0.0;429.8;1872.2;0.0;6886.0;6501.8;4312.0;3011;4003
185;SAN ESTEBAN;0.0;77.60000000000001;199.0;0.0;436.8;827.2;0.0;0;0.0;1114.0;805.0;0.0;0.0;827.2;186.0;619.8;0.0;1237.0;290.0;0.0;1187.0;2133.4;1566.2;1143;1503
186;COIHUECO;0.0;238.4;96.80000000000001;165.0;227.0;479.0;0.0;362;0.0;990.0;580.0;774.8;0.0;70.0;0.0;468.6;4093.4;446.0;1129.8;0.0;2354.6;5189.6;2302.2;1554;1554
187;PAIHUANO;36.8;44.2;188.6;26.8;107.8;34.6;0.0;0;0.0;223.4;496.4;75.2;0.0;15.600000000000001;0.0;251.8;14.0;325.6;38.0;0.0;185.0;1036.8;697.2;483;397
188;ANTARTICA;0.0;0.0;0.0;0.0;5.2;0.0;0.0;10;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;19.0;18.0;10.0;2;6
189;LONCOCHE;0.0;2430.0;223.6;174.60000000000002;726.8;1040.0;0.0;443;0.0;844.0;451.4;266.0;0.0;1391.0;0.0;900.6;74.0;121.0;117.60000000000001;0.0;3039.8;6527.8;2442.0;1937;2060
190;EL MONTE;0.0;0.0;172.0;336.4;809.6;0.0;0.0;0;1316.4;2153.0;1461.0;439.0;0.0;221.0;0.0;612.0;1864.4;1753.2;358.0;0.0;1874.2;2016.8000000000002;4512.0;2890;3286
191;PUNTA ARENAS;0.0;0.0;0.0;4276.6;8734.0;0.0;0.0;14938;0.0;6553.0;2987.0;1040.0;0.0;0.0;0.0;2521.8;1914.0;7587.0;3756.4;0.0;10552.4;9086.8;5442.4;11683;16030
192;SAN BERNARDO;2284.0;0.0;3597.0;3230.6000000000004;12855.0;2670.0;0.0;0;7318.400000000001;11508.0;5552.6;9867.8;4991.0;2029.0;0.0;1731.0;5598.4;22012.0;9430.0;0.0;28927.4;14189.0;13043.2;21511;36223
193;ALTO HOSPICIO;1603.6000000000001;0.0;1465.4;586.0;1420.0;932.0;94.39999999999999;0;0.0;1298.0;4649.6;3662.8;251.39999999999998;726.0;268.4;1883.0;2303.0;1289.6;3439.8;0.0;5273.0;6006.4;1460.2;6718;9322
194;GALVARINO;0.0;0.0;1159.4;89.0;2007.2;267.6;0.0;0;0.0;117.0;407.20000000000005;171.0;0.0;252.6;0.0;551.0;33.0;746.0;375.40000000000003;0.0;1416.4;2746.0;490.0;1369;877
195;LONQUIMAY;0.0;140.0;494.0;267.8;173.4;0.0;0.0;1119;0.0;0.0;830.6;520.2;0.0;836.0;0.0;295.6;375.0;922.0;868.0;0.0;218.60000000000002;658.6;1539.8;1190;656
196;SAN RAFAEL;72.0;44.6;975.8000000000001;208.2;208.0;528.0;0.0;0;0.0;164.6;1928.4;154.4;0.0;0.0;0.0;446.2;656.8;86.6;900.2;0.0;727.0;1146.6;660.2;850;952
197;HUALAIHUE;0.0;83.2;0.0;227.20000000000002;1121.6;0.0;0.0;0;0.0;0.0;1010.0;99.4;0.0;0.0;0.0;0.0;448.20000000000005;803.0;0.0;0.0;656.0;1809.8000000000002;2083.0;734;563
198;SAN JOSE DE MAIPO;218.0;0.0;271.6;91.0;2016.4;224.4;37.6;0;497.0;1834.6;370.0;212.0;275.6;216.4;37.6;626.0;1214.4;1062.0;198.4;0.0;1688.8000000000002;1318.2;1069.0;1229;1908
199;CALERA DE TANGO;24.0;0.0;228.8;197.60000000000002;2035.8000000000002;173.60000000000002;0.0;0;533.2;800.0;405.0;300.0;188.0;687.6;0.0;0.0;510.40000000000003;1494.0;174.4;0.0;3054.0;1806.0;2841.2;1891;2062
200;CUNCO;0.0;0.0;1465.6;263.6;942.0;464.6;0.0;0;0.0;478.0;741.0;285.0;0.0;25.6;0.0;840.6;1371.6000000000001;424.0;128.0;0.0;2651.6000000000004;3039.8;2024.4;1744;1614
201;TALCA;1786.6;2794.4;4387.2;11896.0;6647.0;4425.0;0.0;0;1939.8000000000002;13286.2;7783.8;5877.6;0.0;0.0;0.0;2459.4;6986.8;7618.6;5928.8;0.0;17305.4;27290.0;10021.6;18150;25961
202;TUCAPEL;0.0;31.200000000000003;178.6;142.0;1266.8;0.0;118.86666666666667;740;0.0;376.0;1050.0;170.0;13.866666666666667;0.0;13.866666666666667;478.2;967.8000000000001;250.4;166.0;0.0;732.0;4297.8;764.6;1286;1309
203;LONGAVI;0.0;0.0;227.20000000000002;0.0;1227.0;188.0;0.0;0;0.0;972.8;661.0;634.6;0.0;0.0;0.0;2008.0;2928.6;824.6;241.60000000000002;0.0;5789.0;2060.4;7704.8;2369;2157
204;PADRE LAS CASAS;0.0;985.6;1218.0;2589.8;3667.6;3265.0;0.0;0;0.0;3633.8;2842.6;617.0;0.0;1698.0;0.0;3979.4;1979.4;756.0;4500.200000000001;0.0;9000.6;6937.200000000001;1822.8;6794;8498
205;MAULLIN;0.0;95.0;0.0;62.6;232.60000000000002;780.2;0.0;1175;0.0;78.0;1464.0;148.6;0.0;71.2;0.0;835.0;0.0;1481.4;0.0;0.0;1061.0;2128.6000000000004;3166.6;1966;1194
206;CONCHALI;407.0;0.0;2747.4;555.0;3897.0;2003.0;0.0;0;3771.8;7713.2;3767.0;3005.4;4469.0;552.0;0.0;4019.0;693.6;2183.0;1097.6000000000001;0.0;12808.2;6894.8;4272.2;9177;16387
